pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa21,cty,ced,laua,ward,nhser,ctry,rgn,pcon,ttwa,itl,npark,lsoa21,msoa21,wz11,sicbl,bua22,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,icb
AB1 3AY,AB1  3AY,AB1 3AY,198001,199606,0,394718,805234,1,S00089067,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137979,-2.088905,S99999999,,S23000009,2163,S99999999
AB1 3BA,AB1  3BA,AB1 3BA,198001,199606,0,394692,805258,1,S00089067,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.138194,-2.089335,S99999999,,S23000009,2163,S99999999
AB1 3BB,AB1  3BB,AB1 3BB,198001,199606,0,394671,805235,1,S00089065,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137987,-2.089682,S99999999,,S23000009,2163,S99999999
AB1 3BD,AB1  3BD,AB1 3BD,198001,199606,0,394642,805204,1,S00089066,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137708,-2.09016,S99999999,,S23000009,2163,S99999999
AB1 3BE,AB1  3BE,AB1 3BE,198001,199606,0,394601,805173,1,S00089066,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137429,-2.090837,S99999999,,S23000009,2163,S99999999
AB1 3BH,AB1  3BH,AB1 3BH,198001,199606,0,394530,805088,1,S00089059,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.136665,-2.092008,S99999999,,S23000009,2163,S99999999
AB1 3BJ,AB1  3BJ,AB1 3BJ,198001,199606,0,394707,805124,1,S00089064,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.136991,-2.089085,S99999999,,S23000009,2163,S99999999
AB1 3BL,AB1  3BL,AB1 3BL,198001,199606,0,394677,805083,1,S00089063,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,3C2,57.136622,-2.089579,S99999999,,S23000009,2163,S99999999
AB1 3BN,AB1  3BN,AB1 3BN,198001,199606,0,394631,805037,1,S00089062,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,7B1,57.136208,-2.090338,S99999999,,S23000009,2163,S99999999
AB1 3BP,AB1  3BP,AB1 3BP,198001,199606,0,394601,805007,1,S00089057,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C2,57.135938,-2.090833,S99999999,,S23000009,2058,S99999999
AB1 3BQ,AB1  3BQ,AB1 3BQ,198001,199606,0,394558,805012,1,S00089061,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.135983,-2.091544,S99999999,,S23000009,2163,S99999999
AB1 3BR,AB1  3BR,AB1 3BR,198001,199606,0,394533,804928,1,S00089057,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C2,57.135228,-2.091955,S99999999,,S23000009,2058,S99999999
AB1 3BS,AB1  3BS,AB1 3BS,198001,199606,0,394503,804870,1,S00089058,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C2,57.134706,-2.092449,S99999999,,S23000009,2058,S99999999
AB1 3BT,AB1  3BT,AB1 3BT,198001,199606,0,394488,804829,1,S00089053,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,3C1,57.134338,-2.092696,S99999999,,S23000009,2058,S99999999
AB1 3BU,AB1  3BU,AB1 3BU,198001,199606,0,394753,805160,1,S00089075,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.137314,-2.088325,S99999999,,S23000009,2163,S99999999
AB1 3BW,AB1  3BW,AB1 3BW,198001,199606,0,394697,805166,1,S00089067,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137368,-2.089251,S99999999,,S23000009,2163,S99999999
AB1 3BX,AB1  3BX,AB1 3BX,198001,199606,0,394469,804774,1,S00089054,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,2C1,57.133844,-2.093009,S99999999,,S23000009,2058,S99999999
AB1 3BY,AB1  3BY,AB1 3BY,198001,199606,0,394424,804558,1,S00089046,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,5A3,57.131903,-2.093747,S99999999,,S23000009,2058,S99999999
AB1 3DA,AB1  3DA,AB1 3DA,198001,199606,0,394480,804510,1,S00089045,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,7B1,57.131472,-2.092821,S99999999,,S23000009,2058,S99999999
AB1 3DB,AB1  3DB,AB1 3DB,198001,199606,0,394610,804482,1,S00089048,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.131222,-2.090673,S99999999,,S23000009,3148,S99999999
AB1 3DD,AB1  3DD,AB1 3DD,198001,199606,0,394655,804517,1,S00089048,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.131537,-2.08993,S99999999,,S23000009,3148,S99999999
AB1 3DE,AB1  3DE,AB1 3DE,198001,199606,0,394525,804545,1,S00089046,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,5A3,57.131787,-2.092079,S99999999,,S23000009,2058,S99999999
AB1 3DH,AB1  3DH,AB1 3DH,198001,199606,0,394492,804651,1,S00089046,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,5A3,57.132739,-2.092626,S99999999,,S23000009,2058,S99999999
AB1 3DJ,AB1  3DJ,AB1 3DJ,198001,199606,0,394516,804791,1,S00089053,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,3C1,57.133997,-2.092233,S99999999,,S23000009,2058,S99999999
AB1 3DL,AB1  3DL,AB1 3DL,198001,199606,0,394576,804909,1,S00089058,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003087,S03000012,S99999999,1,2C2,57.135058,-2.091244,S99999999,,S23000009,2058,S99999999
AB1 3DN,AB1  3DN,AB1 3DN,198001,199606,0,394675,805028,1,S00089063,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,3C2,57.136128,-2.089611,S99999999,,S23000009,2163,S99999999
AB1 3DP,AB1  3DP,AB1 3DP,198001,199606,0,394709,805068,1,S00089064,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.136488,-2.08905,S99999999,,S23000009,2163,S99999999
AB1 3DQ,AB1  3DQ,AB1 3DQ,198001,199606,0,394755,805114,1,S00089075,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.136901,-2.088291,S99999999,,S23000009,2163,S99999999
AB1 3DR,AB1  3DR,AB1 3DR,198001,199606,0,394706,805302,1,S00089068,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006627,S02001257,S34003074,S03000012,S99999999,1,7B1,57.138589,-2.089105,S99999999,,S23000009,1238,S99999999
AB1 3DS,AB1  3DS,AB1 3DS,198001,199606,0,394739,805222,1,S00089067,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137871,-2.088558,S99999999,,S23000009,2163,S99999999
AB1 3DT,AB1  3DT,AB1 3DT,198001,199606,0,394757,805192,1,S00089070,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003074,S03000012,S99999999,1,2C2,57.137602,-2.08826,S99999999,,S23000009,2163,S99999999
AB1 3DU,AB1  3DU,AB1 3DU,198001,199606,0,394808,805128,1,S00089074,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,7B1,57.137028,-2.087416,S99999999,,S23000009,2163,S99999999
AB1 3DX,AB1  3DX,AB1 3DX,198001,199606,0,394810,805073,1,S00089074,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,7B1,57.136534,-2.087382,S99999999,,S23000009,2163,S99999999
AB1 3DY,AB1  3DY,AB1 3DY,198001,199606,0,394755,805015,1,S00089051,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.136012,-2.088289,S99999999,,S23000009,3148,S99999999
AB1 3DZ,AB1  3DZ,AB1 3DZ,198107,199606,0,394720,805030,8,S00089064,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,2C2,57.136146,-2.088868,S99999999,,S23000009,2163,S99999999
AB1 3EA,AB1  3EA,AB1 3EA,198001,199606,0,394609,804861,1,S00089051,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.134627,-2.090698,S99999999,,S23000009,3148,S99999999
AB1 3EB,AB1  3EB,AB1 3EB,198001,199606,0,394847,805045,1,S00089074,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006628,S02001257,S34003087,S03000012,S99999999,1,7B1,57.136282,-2.08677,S99999999,,S23000009,2163,S99999999
AB1 3ED,AB1  3ED,AB1 3ED,198001,199606,0,394708,804899,1,S00089052,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.134969,-2.089063,S99999999,,S23000009,3148,S99999999
AB1 3EE,AB1  3EE,AB1 3EE,198001,199606,0,394553,804648,1,S00089047,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003081,S03000012,S99999999,1,7A1,57.132713,-2.091618,S99999999,,S23000009,2058,S99999999
AB1 3EH,AB1  3EH,AB1 3EH,198001,199606,0,394600,804644,1,S00089047,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003081,S03000012,S99999999,1,7A1,57.132677,-2.090842,S99999999,,S23000009,2058,S99999999
AB1 3EJ,AB1  3EJ,AB1 3EJ,198001,199606,0,394666,804653,1,S00089048,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.132759,-2.089752,S99999999,,S23000009,3148,S99999999
AB1 3EL,AB1  3EL,AB1 3EL,198001,199606,0,394718,804565,1,S00089050,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.131969,-2.088891,S99999999,,S23000009,3148,S99999999
AB1 3EN,AB1  3EN,AB1 3EN,198001,199606,0,394795,804567,1,S00089050,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.131988,-2.087619,S99999999,,S23000009,3148,S99999999
AB1 3EP,AB1  3EP,AB1 3EP,198001,199606,0,394779,804829,1,S00089052,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.134341,-2.087889,S99999999,,S23000009,3148,S99999999
AB1 3EQ,AB1  3EQ,AB1 3EQ,198001,199606,0,394877,804874,1,S00090592,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003081,S03000012,S99999999,1,7B3,57.134747,-2.086271,S99999999,,S23000009,1300,S99999999
AB1 3ER,AB1  3ER,AB1 3ER,198001,199606,0,394697,804838,1,S00089052,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.134421,-2.089244,S99999999,,S23000009,3148,S99999999
AB1 3ES,AB1  3ES,AB1 3ES,198001,199606,0,394898,804921,1,S00090592,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003081,S03000012,S99999999,1,7B3,57.135169,-2.085925,S99999999,,S23000009,1300,S99999999
AB1 3ET,AB1  3ET,AB1 3ET,198001,199606,0,394462,804755,1,S00089046,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,5A3,57.133673,-2.093124,S99999999,,S23000009,2058,S99999999
AB1 3EU,AB1  3EU,AB1 3EU,198001,199606,0,394825,804636,1,S00089049,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7C3,57.132608,-2.087125,S99999999,,S23000009,3148,S99999999
AB1 3EW,AB1  3EW,AB1 3EW,198001,199606,0,394942,804595,1,S00089086,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003081,S03000012,S99999999,1,7C3,57.132241,-2.085191,S99999999,,S23000009,1081,S99999999
AB1 3EX,AB1  3EX,AB1 3EX,198001,199606,0,394544,804773,1,S00089053,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006624,S02001257,S34003141,S03000012,S99999999,1,3C1,57.133836,-2.09177,S99999999,,S23000009,2058,S99999999
AB1 3EY,AB1  3EY,AB1 3EY,198001,199606,0,394658,804739,1,S00089052,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006625,S02001257,S34003081,S03000012,S99999999,1,7A1,57.133531,-2.089886,S99999999,,S23000009,3148,S99999999
AB1 3HA,AB1  3HA,AB1 3HA,198001,199606,0,394804,804722,1,S00089083,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003081,S03000012,S99999999,1,7B1,57.13338,-2.087473,S99999999,,S23000009,1300,S99999999
AB1 3HB,AB1  3HB,AB1 3HB,198001,199606,0,394804,804763,1,S00089083,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003081,S03000012,S99999999,1,7B1,57.133749,-2.087474,S99999999,,S23000009,1300,S99999999
AB1 3HD,AB1  3HD,AB1 3HD,198001,199606,0,394996,804678,1,S00089085,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003128,S03000012,S99999999,1,7C3,57.132987,-2.084301,S99999999,,S23000009,1300,S99999999
AB1 3HE,AB1  3HE,AB1 3HE,198001,199606,0,394976,804877,1,S00090593,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003128,S03000012,S99999999,1,7B1,57.134775,-2.084635,S99999999,,S23000009,1300,S99999999
AB1 3HF,AB1  3HF,AB1 3HF,198001,199606,0,394853,804800,1,S00089083,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003081,S03000012,S99999999,1,7B1,57.134082,-2.086666,S99999999,,S23000009,1300,S99999999
AB1 3HH,AB1  3HH,AB1 3HH,198001,199606,0,394901,804670,1,S00089085,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006626,S02001257,S34003128,S03000012,S99999999,1,7C3,57.132914,-2.08587,S99999999,,S23000009,1300,S99999999
AB1 3HJ,AB1  3HJ,AB1 3HJ,198001,199606,0,395031,804655,1,S00089086,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003081,S03000012,S99999999,1,7C3,57.132781,-2.083722,S99999999,,S23000009,1081,S99999999
AB1 3HL,AB1  3HL,AB1 3HL,198001,199606,0,395151,804690,1,S00089084,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003135,S03000012,S99999999,1,7C3,57.133097,-2.08174,S99999999,,S23000009,1081,S99999999
AB1 3HN,AB1  3HN,AB1 3HN,198001,199606,0,395125,804735,1,S00089080,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006632,S02001258,S34003128,S03000012,S99999999,1,7B1,57.133501,-2.082171,S99999999,,S23000009,1288,S99999999
AB1 3HP,AB1  3HP,AB1 3HP,198001,199606,0,395110,804615,1,S00089084,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003135,S03000012,S99999999,1,7C3,57.132423,-2.082416,S99999999,,S23000009,1081,S99999999
AB1 3HR,AB1  3HR,AB1 3HR,198001,199606,0,394826,804445,1,S00089041,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003135,S03000012,S99999999,1,7D3,57.130892,-2.087104,S99999999,,S23000009,1081,S99999999
AB1 3HS,AB1  3HS,AB1 3HS,198001,199606,0,394883,804523,1,S00089041,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003135,S03000012,S99999999,1,7D3,57.131594,-2.086164,S99999999,,S23000009,1081,S99999999
AB1 3HT,AB1  3HT,AB1 3HT,198001,199606,0,394804,804490,1,S00089041,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003135,S03000012,S99999999,1,7D3,57.131296,-2.087468,S99999999,,S23000009,1081,S99999999
AB1 3HU,AB1  3HU,AB1 3HU,198001,199606,0,394632,804431,1,S00089043,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003081,S03000012,S99999999,1,7B1,57.130764,-2.090308,S99999999,,S23000009,1081,S99999999
AB1 3HW,AB1  3HW,AB1 3HW,198001,199606,0,394516,804437,1,S00089043,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34003081,S03000012,S99999999,1,7B1,57.130817,-2.092225,S99999999,,S23000009,1081,S99999999
AB1 3HX,AB1  3HX,AB1 3HX,198001,199606,0,394618,804385,1,S00089040,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34002980,S03000012,S99999999,1,7B1,57.130351,-2.090539,S99999999,,S23000009,1081,S99999999
AB1 3HY,AB1  3HY,AB1 3HY,198001,199606,0,394490,804388,1,S00089044,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34002980,S03000012,S99999999,1,7B1,57.130376,-2.092653,S99999999,,S23000009,1081,S99999999
AB1 3JA,AB1  3JA,AB1 3JA,198001,199606,0,394443,804410,1,S00089044,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34002980,S03000012,S99999999,1,7B1,57.130573,-2.09343,S99999999,,S23000009,1081,S99999999
AB1 3JB,AB1  3JB,AB1 3JB,198001,199606,0,394458,804470,1,S00089042,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000002,S22000047,S30000026,S99999999,S01006629,S02001257,S34002980,S03000012,S99999999,1,3C2,57.131113,-2.093184,S99999999,,S23000009,1081,S99999999
